ASF,FG,MN,ED,INV_LOG,ND,STD,Y
1,0,1,1,0.380218665,0,1,1
0,0,1,1,0.380301459,0,1,1
0,0,1,1,0.379998089,0,1,1
0,0,1,1,0.379975747,0,1,1
0,0,1,1,0.379440366,0,1,1
0,0,1,1,0.380539505,0,1,1
1,0,1,1,0.380220882,0,0.820435835,1
0,0,1,1,0.380226656,0,1,1
1,0,1,1,0.380646793,0,0.735900734,1
0,0,1,1,0.379735524,0,1,1
0,0,1,1,0.379796974,0,1,1
0,0,1,1,0.380648607,0,1,1
1,0,1,1,0.379866476,0,0.938812534,1
0,0,1,1,0.380068219,0,1,1
0,0,1,1,0.379496224,0,1,1
0,0,1,1,0.380079166,0,1,1
0,0,1,1,0.38018175,0,1,1
0,0,1,1,0.380110334,0,1,1
0,0,1,1,0.380719705,0,1,1
0.109025374,0,1,1,0.379988092,0,1,1
1,0,1,1,0.379762669,0,1,1
0,0,1,1,0.380017946,0,1,1
1,0,1,0.79963357,0.37913263,0,1,0
0,0,0,0,0.377586487,0,1,0
1,0,0,0,0.377610196,0,1,0
1,0,0,0,0.378945156,0,1,0
1,0,0.261928078,0.464647641,0.378020399,0,1,0
1,0,1,1,0.379233519,0,1,0
1,0,0.953414127,1,0.378829373,0,1,0
1,0,0.427614845,0.64346366,0.378887564,0,1,0
1,0,1,1,0.379353483,0,1,0
1,0,1,1,0.379668088,0,1,0
1,0,0.93003246,1,0.378937909,0,1,0
1,0,0.833664874,0.853178122,0.378491529,0,1,0
1,1,0,0,0.38029073,1,1,0
1,0,0.74919575,0.340200356,0.379951064,0,1,0
1,0,0.525616586,0.431251878,0.378706117,0,1,0
0,0,0,0,0.380269199,0,0,0
1,0,1,1,0.380366195,0,1,0
1,0,0.829138225,0.957891248,0.380099055,0,0.132182568,0
0,0,1,1,0.379581812,0,1,0
0,0,1,1,0.380313874,0,1,0
0,0,1,1,0.379795044,0,1,1
0,0,1,1,0.380286328,0,1,1
0,0,1,1,0.37995339,0,1,1
0,0,1,1,0.380291969,0,1,1
1,0,1,1,0.380176611,0,0.740849927,1
0,0,1,1,0.379634133,0,1,1
0,0,1,1,0.380453613,0,1,1
0,0,1,1,0.379617716,0,1,1
0,0,1,1,0.38000999,0,1,1
0,0,1,1,0.380155275,0,1,1
0,0,1,1,0.379278316,0,1,1
0,0,1,1,0.379184834,0,1,1
0,0,1,1,0.38026183,0,1,1
0,0,1,1,0.380071891,0,1,1
0,0,1,1,0.380469967,0,1,1
0,0,1,1,0.380269519,0,1,1
0,0,1,1,0.379899432,0,1,1
0,0,1,1,0.379843821,0,1,1
0,0,1,1,0.379766393,0,1,1
0,0,1,1,0.380516414,0,1,1
0,0,1,1,0.380046112,0,1,1
0,0,1,1,0.380190963,0,1,1
0,0,1,1,0.379846789,0,1,1
0,0,1,1,0.380677663,0,1,1
0,0,1,1,0.380241734,0,1,1
0,0,0,0,0.379061608,0,1,0
0,0,0,0,0.379482201,0,1,0
0.059377784,0,0,0,0.379156554,0,1,0
0,0,0,0,0.379460434,1,1,0
0,0,0,0,0.3794639,0.177391764,1,0
1,0,0.968386677,0.907570986,0.379389694,0,1,0
1,0,0,0.001401398,0.379292292,0,1,0
1,0,0.525097136,0.2895016,0.379093295,0,1,0
1,0,1,0.683450643,0.379578569,0,1,0
1,0,0.940993689,0.675620902,0.379290198,0,1,0
0,0,0,0,0.379149508,1,1,0
1,1,0,0,0.377676758,0,1,0
1,0,0,0,0.379539279,0.4960441,1,0
0,0,0,0,0.380390707,1,1,0
1,0,0,0,0.379272303,0,1,0
0,0,1,1,0.380413065,0,1,0
0,0.045101007,0,0,0.380858154,0,0,0
1,0.003393918,0.421893171,0.086804854,0.379120633,0,0,0
1,0,0.508768604,0.009788446,0.380343684,0,0,0
0.262790579,0.757071486,0,0,0.380265537,0,0,0
0,0,1,1,0.380750912,0,1,1
1,0,1,1,0.380343308,0,0.364400347,1
1,0,1,1,0.380088596,0,0.869418643,1
1,0,1,1,0.379731263,0,0.559368632,1
1,0,1,1,0.380767219,0,0.229791422,1
1,0,1,1,0.380269428,0,0.42833259,1
1,0,1,1,0.380669538,0,0.419190943,1
1,0,0.994831446,1,0.380488705,0,0.045144735,1
1,0,1,1,0.380308843,0,0.743687805,1
1,0,1,1,0.38050304,0,0.092619669,1
1,0,1,1,0.380340046,0,0.265748944,1
1,0,1,1,0.380067367,0,0.327683375,1
1,0,1,1,0.38065373,0,0.145129062,1
1,0,1,1,0.38000887,0,0.781826299,1
1,0,1,1,0.380368698,0,0.732055472,1
1,0,1,1,0.380800218,0,0.202219563,1
1,0,1,1,0.380360088,0,0.533306867,1
1,0,1,1,0.379798109,0,0.359243691,1
1,0,1,1,0.380671853,0,0.170894001,1
0,0,1,1,0.379815612,0,1,1
0,0,1,1,0.37930931,0,1,1
1,0,1,1,0.380370675,0,0.173983347,1
1,0,0.277682535,0.389090473,0.380146858,0,0,1
1,0,1,1,0.380344306,0,0.179846657,1
1,0,0.956145562,1,0.380945004,0,0.356851646,1
1,0,0.507137779,0.436164364,0.379248348,0,1,0
1,0,0,0,0.379523389,0,1,0
0,0,0,0,0.378704714,0,1,0
1,0,0,0,0.379227957,0,1,0
0.964652619,0,0,0,0.379690892,1,1,0
1,0,0.217843931,0.089608558,0.379714846,0,1,0
1,0,0.198548651,0.073420472,0.379959843,0,1,0
1,0,0.959632766,0.7577372,0.380116766,0,1,0
1,0,0.968592863,0.77933823,0.379561977,0,1,0
1,0,1,1,0.379713709,0,1,0
1,0,0.705436733,0.710121496,0.379162036,0,1,0
1,0,0.842419531,0.285605396,0.379987609,1,1,0
1,0,1,1,0.378973117,0,1,0
1,0,1,1,0.379424943,0,1,0
1,0,0.413394712,0,0.379716745,0,1,0
0,1,0,0,0.382583404,0.509922333,0,0
1,0,0.967970252,1,0.379791719,0,0.051212127,0
1,0,0.750135159,1,0.381242888,0,0,0
1,0,1,1,0.377377617,0,0.394718083,0
1,0,1,1,0.382199135,0,0,0
0.420344202,0,1,1,0.380306521,0,0.953598107,1
0,0,1,1,0.380311817,0,1,1
1,0,1,1,0.380102947,0,0.457516774,1
0.754137859,0,1,1,0.379555911,0,0.859271666,1
1,0,1,1,0.38002913,0,0.39735792,1
1,0,1,1,0.380275937,0,0.165374475,1
0.719112106,0,1,1,0.380349691,0,0.883180121,1
1,0,1,1,0.380580666,0,0.663928317,1
0,0,1,1,0.380566278,0,1,1
0,0,1,1,0.380009391,0,1,1
1,0,1,1,0.380185352,0,0.548969721,1
0,0,1,1,0.379930677,0,1,1
0.818398616,0,1,1,0.380268479,0,0.797643719,1
0,0,1,1,0.380541264,0,1,1
1,0,1,1,0.380850206,0,0.548165372,1
0.331487524,0,1,1,0.379939328,0,1,1
0,0,1,1,0.380776624,0,1,1
0,0,1,1,0.381088824,0,1,1
0,0,1,1,0.380215241,0,1,1
0,0,1,1,0.380387508,0,1,1
1,0,1,1,0.381197065,0,0.615931149,1
0,0,1,1,0.379845071,0,1,1
0,0,1,1,0.380734419,0,1,1
0.267316872,0,1,1,0.380312011,0,0.989095737,1
0,0,1,1,0.380549267,0,1,1
1,0.527725781,0,0,0.379368867,0,1,0
0,0,0,0,0.378818183,0,1,0
0.767071316,0,0,0,0.378274405,0,1,0
0,0,0,0,0.380162932,0.147533067,1,0
0.725938106,0,0,0,0.37936584,0.024217497,1,0
1,0,0,0,0.379791905,0,1,0
1,0,0.272706411,0.367968206,0.37864007,0,1,0
0.79806925,0,0,0,0.380081084,0,1,0
1,0,0.734883976,0.876332885,0.379755249,0,1,0
1,0,0.46296504,0.332241196,0.379036111,0,1,0
0.67561203,0,0,0,0.380406562,1,1,0
1,0,0.607961984,0.462345802,0.379919605,0,1,0
0.650466261,0,0,0,0.380393559,1,1,0
1,0,0,0,0.379867508,0,1,0
0.59629522,0,0,0,0.379713814,1,1,0
0,1,0,0,0.379951379,0,0,0
1,0,1,1,0.381200121,0,0.746650812,0
0,0.913092232,0,0,0.378531075,0,0,0
0.074083839,1,0,0,0.380440243,0,0,0
1,1,0,0.005158166,0.379752122,0,0,0
1,0,1,1,0.380069548,0,1,1
1,0,1,1,0.38076309,0,0.499696247,1
1,0,1,1,0.380857028,0,0.724682002,1
1,0,1,1,0.380593922,0,0.992799466,1
1,0,1,1,0.380797847,0,1,1
1,0,1,1,0.379908544,0,0.918643596,1
1,0,1,1,0.380291762,0,0.343647319,1
1,0,1,1,0.380320938,0,1,1
1,0,1,1,0.381245056,0,0.749573616,1
1,0,1,1,0.380502511,0,0.163589686,1
1,0,1,1,0.37983866,0,1,1
1,0,1,1,0.380331496,0,0.877198239,1
1,0,1,1,0.380441751,0,1,1
1,0,1,1,0.380493904,0,0.948243261,1
1,0,1,1,0.380762104,0,0.786872738,1
1,0,1,1,0.379827462,0,1,1
1,0,1,1,0.37991321,0,1,1
1,0,1,1,0.380253575,0,0.838318522,1
1,0,1,1,0.380870064,0,0.591439498,1
1,0,1,1,0.380639347,0,1,1
1,0,1,1,0.381050283,0,0.347154748,1
1,0,1,1,0.380779597,0,0.215786774,1
1,0,1,1,0.380349188,0,1,1
1,0,1,1,0.380207427,0,1,1
1,0,1,1,0.38010721,0,1,1
1,0,1,1,0.379723268,0,1,0
1,0.668848081,0.308311043,0,0.380086619,0,1,0
0,0.927465005,0,0,0.379976433,1,1,0
0.203325978,0.082457175,0.304099615,0,0.378137606,0.626052223,1,0
1,0,0.783297926,0.062503961,0.379766144,0,1,0
1,0,1,1,0.379415326,0,1,0
1,0,1,1,0.379920333,0,1,0
1,0,1,1,0.379972545,0,1,0
1,0,1,1,0.379876128,0,1,0
1,0,1,1,0.380258575,0,1,0
1,0,0.205219548,0,0.379868064,0.569378226,1,0
1,0.838606287,1,1,0.379838875,0.765973251,1,0
1,0,1,1,0.379418931,0,1,0
1,0,1,0.929949859,0.378544889,0,1,0
1,0,0.555000441,0.053058301,0.380000786,0.874252897,1,0
1,1,0.872655326,0.155026015,0.379151069,0.716434007,0.532764877,0
0.691235795,1,0.11659551,0,0.381604451,0,0,0
1,0,1,0.829638113,0.381698046,0,0,0
0,1,0,0,0.3817837,0,0,0
1,0.056069183,0.678983681,0.726823441,0.380140172,0,0,0
1,0,1,1,0.380077435,0,0.9010902,1
1,0,1,1,0.380591152,0,0,1
1,0,1,1,0.380533369,0,1,1
1,0,1,1,0.380434055,0,0,1
1,0,1,1,0.380185988,0,0.399028452,1
1,0,1,1,0.380389293,0,0,1
1,0,1,1,0.38046237,0,0,1
1,0,1,1,0.380750349,0,0.325738742,1
1,0,1,1,0.380794245,0,0.467142248,1
1,0,1,1,0.38002636,0,0.124605947,1
1,0,1,1,0.380863925,0,0.115550172,1
1,0,1,1,0.380184813,0,0.739022758,1
1,0,1,1,0.380580168,0,0.105487748,1
1,0,1,1,0.381268487,0,0,1
1,0,1,1,0.381056141,0,0,1
1,0,1,1,0.380379531,0,0.405598738,1
1,0,1,1,0.380715828,0,0,1
1,0,1,1,0.380871579,0,0.06803139,1
1,0,1,1,0.380791211,0,0,1
1,0,1,1,0.379656753,0,0.539217184,1
1,0,1,1,0.380618506,0,0,1
1,0,1,1,0.380737348,0,0,1
1,0,1,1,0.380278458,0,0,1
1,0,1,1,0.380472311,0,0,1
1,0,1,1,0.381083626,0,0,1
1,0,1,1,0.379302165,0,1,0
1,0,1,1,0.37962192,0.543332591,1,0
0,0,0.685681449,0,0.377777803,0,1,0
1,0.327097921,0.623798212,0.331370436,0.377760981,0,1,0
0.06944159,0,0,0,0.379391917,0.193205488,1,0
1,0,1,1,0.380127265,0,1,0
1,0,1,1,0.380083259,0,1,0
1,0,1,1,0.379945598,0.139340323,1,0
1,0,1,1,0.380010542,0,1,0
1,0,1,1,0.380135153,0.38831233,1,0
1,0,1,1,0.380054894,0,1,0
0,1,0,0,0.379562847,0,1,0
1,1,0.389848637,0.727784652,0.379753192,1,1,0
1,0,1,1,0.379925247,0,1,0
1,0,1,0.849887004,0.380588222,0,1,0
0.281682317,1,0,0,0.382574428,0,0,0
1,1,0,0,0.380144242,0,0,0
0,0,0,0,0.381277405,1,0,0
1,0.531400873,1,1,0.381307676,0,0.666062382,0
0,0,0,0,0.380546146,0,0,0
1,0,1,1,0.380973038,0,0.324312867,1
1,0,1,1,0.380725986,0,0.865058506,1
1,0,1,1,0.380541727,0,0.180325517,1
1,0,1,1,0.380828072,0,0.211685203,1
1,0,1,1,0.380922748,0,0.964744547,1
1,0,1,1,0.38071689,0,0.349372002,1
1,0,1,1,0.381140509,0,0.289178507,1
1,0,1,1,0.380805775,0,0.067606445,1
1,0,1,1,0.380399778,0,0.324611788,1
1,0,1,1,0.380744766,0,0.412499161,1
1,0,1,1,0.381154869,0,0.051521285,1
1,0,1,1,0.380434396,0,0.782222872,1
1,0,1,1,0.380784067,0,0.26609876,1
1,0,1,1,0.381000964,0,1,1
0,0,1,1,0.380037947,0,1,1
1,0,1,1,0.380457212,0,0.527580346,1
1,0,0.805738103,1,0.38070919,0,0,1
1,0,1,1,0.380846407,0,0,1
1,0,1,1,0.381303623,0,0.4786017,1
1,0,1,1,0.380048673,0,0.486316078,1
0,0,1,1,0.380062105,0,1,1
1,0,1,1,0.381059317,0,0.759878618,1
1,0,0.938147157,1,0.380856354,0,0,1
1,0,1,1,0.380671702,0,0.126092708,1
1,0,1,1,0.381125212,0,0.485841193,1
0.537690711,0,0,0,0.37986863,0,1,0
0,0,0,0,0.380140082,0.727394171,1,0
0.570338028,0,0,0,0.379125733,0,1,0
0.981072026,0,0.068890553,0,0.379670772,0,1,0
1,0,0.406844119,0,0.379997212,0,1,0
1,0,0.800379145,0.267379992,0.379390717,0,1,0
1,0,0.584274616,0.164764458,0.379740792,0,1,0
0.663545582,0,0,0,0.378993095,0,1,0
1,0,0.633555677,0.222154908,0.379999378,0,1,0
1,0,1,0.824084156,0.380292181,0,1,0
0.817248166,0,0,0,0.379321312,0,1,0
1,0,0,0,0.379871428,1,1,0
1,0,1,0.398062965,0.380149925,0,1,0
1,0,0.817280103,0.80157161,0.379976157,0,1,0
0.598944604,0,0,0,0.379698457,0,1,0
1,0,0.971560853,0.753780593,0.380418094,0.609148002,0.985912669,0
0,0,0,0,0.381637669,0,0,0
1,0,0.903674711,0.634522388,0.379960322,0,1,0
0.233943201,1,1,1,0.378626609,0,1,0
1,1,0,0,0.380652507,0,0,0
0.801344075,0,1,1,0.381082378,0,1,1
0.157864763,0,1,1,0.380798624,0,1,1
1,0,1,1,0.379580506,0,1,1
1,0,1,1,0.381178781,0,1,1
1,0,1,1,0.380279594,0,1,1
0.810406565,0,1,1,0.38054004,0,1,1
0.959042981,0,1,1,0.381154459,0,1,1
0.485752726,0,1,1,0.380738516,0,1,1
1,0,1,1,0.381211066,0,1,1
1,0,1,1,0.380768919,0,1,1
0.883538415,0,1,1,0.38096524,0,1,1
1,0,1,1,0.380550637,0,1,1
1,0,1,1,0.380163005,0,1,1
0.017053192,0,1,1,0.380647305,0,1,1
1,0,1,1,0.380326066,0,1,1
0.015039018,0,1,1,0.380891381,0,1,1
1,0,1,1,0.380969913,0,0.989492579,1
0,0,1,1,0.381199275,0,1,1
1,0,1,1,0.380419036,0,1,1
1,0,1,1,0.380334801,0,1,1
1,0,1,1,0.380857483,0,1,1
1,0,1,1,0.38082964,0,1,1
1,0,1,1,0.380712121,0,1,1
1,0,1,1,0.380734779,0,1,1
1,0,1,1,0.381234776,0,1,1
1,0,0.600465547,0,0.379574628,1,1,0
0.848056869,0,0,0,0.380178355,1,1,0
0.497447376,0,0,0,0.37874543,0,1,0
0.426018834,0,0,0,0.379300684,1,1,0
0,0,0,0,0.378967027,1,1,0
1,0,0.914120005,0.325223398,0.380310465,0.187595723,1,0
1,0,0.324899879,0,0.38002526,0.630647567,1,0
1,0,0.813615649,0.318263208,0.380742221,0.687177851,1,0
1,0,0.486472235,0.057184856,0.380198864,0.155952288,1,0
1,0,0.543057737,0.170334848,0.380328362,0.830103879,1,0
0.586474354,1,0,0,0.379703397,0,1,0
0.976203026,0,0.22063989,0,0.379638957,1,1,0
0.807046324,0,0,0,0.379057591,1,1,0
1,0,1,0.530567487,0.380520532,0,1,0
1,0,0.142312567,0,0.378418927,0,1,0
0,0.782700614,0,0,0.381299916,0,0,0
1,0,1,1,0.38250473,0.336146966,1,0
1,0,0,0,0.381415083,0,0,0
1,0,1,1,0.383737088,0.198237273,0.82791858,0
1,0,1,1,0.37944611,0,1,0
1,0,1,1,0.380330631,0,1,1
1,0,1,1,0.380725371,0.481109684,1,1
1,0,1,1,0.381271931,0,1,1
1,0,1,1,0.380748982,0.864222251,1,1
1,0,1,1,0.380479879,0,1,1
1,0,1,1,0.381528907,0,1,1
1,0,1,1,0.380123805,0,1,1
1,0,1,1,0.380935951,0,1,1
1,0,1,1,0.381439272,0.311150396,1,1
1,0,1,1,0.380487713,0,1,1
1,0,1,1,0.380728467,0,1,1
1,0,1,1,0.380854112,0,1,1
1,0,1,1,0.381394151,0,1,1
1,0,1,1,0.380552337,0,1,1
1,0,1,1,0.381372138,0,1,1
1,0,1,1,0.38044131,0,1,1
1,0,1,1,0.381037634,0.292437369,1,1
1,0,1,1,0.380254332,0,1,1
1,0,1,1,0.380328424,0,1,1
1,0,1,1,0.380909577,0,1,1
1,0,1,1,0.381383366,0,1,1
1,0,1,1,0.380767818,0,1,1
1,0,1,1,0.381009813,0,1,1
1,0,1,1,0.380983035,0,1,1
1,0,1,1,0.380668123,0,1,1
1,0,0,0,0.380536466,1,1,0
1,0,0,0,0.378057124,0,1,0
1,0,0.323450968,0,0.378370318,0,1,0
1,0,0,0,0.37969503,0.412009093,1,0
0,0,0,0,0.379820539,1,1,0
1,0,1,0.702823565,0.379305627,0,1,0
1,0,0,0,0.379877278,0.326032431,1,0
1,0,0.051474225,0,0.379796141,0,1,0
1,0,0.12314953,0,0.379208952,0,1,0
1,0,1,0.583016405,0.379641305,0,1,0
1,0,0.429748531,0,0.380600561,0,1,0
1,0.474364453,0,0,0.380882092,0,1,0
1,0,0.318741375,0,0.378219627,0,1,0
1,0,0.370113861,0,0.377766906,0,1,0
1,0.597553178,0.154173192,0,0.379537343,1,1,0
1,1,0,0,0.381186999,0,0,0
1,0,1,1,0.379098877,0,1,0
1,0.517365343,1,1,0.382403327,0,1,0
0,0.197200719,0,0,0.381714703,0,0,0
1,1,0.779128459,1,0.382151822,0.314728211,0.999273497,0
1,0,1,1,0.381261734,0,1,1
1,0,1,1,0.380301805,0,1,1
1,0,1,1,0.380978725,0,1,1
1,0,1,1,0.379142701,0,1,1
1,0,1,1,0.38076555,0,1,1
1,0,1,1,0.380769148,0,1,1
1,0,1,1,0.380694571,0,1,1
1,0,1,1,0.38031578,0,1,1
1,0,1,1,0.38100343,0,1,1
1,0,1,1,0.380709709,0,1,1
1,0,1,1,0.380821317,0,0.968627887,1
1,0,1,1,0.38127287,0,1,1
1,0,1,1,0.380476654,0,1,1
1,0,1,1,0.380974009,0,1,1
1,0,1,1,0.380633619,0,1,1
1,0,1,1,0.38073739,0,0.680220473,1
1,0,1,1,0.380724607,0,1,1
1,0,1,1,0.380545616,0,1,1
1,0,1,1,0.381339706,0,1,1
1,0,1,1,0.381075787,0,1,1
1,0,1,1,0.380543001,0,0.966358303,1
1,0,1,1,0.381368383,0,1,1
1,0,1,1,0.380042228,0,1,1
1,0,1,1,0.380147236,0,1,1
1,0,1,1,0.381083403,0,1,1
0,0,0,0,0.379612778,1,1,0
0,0,0,0,0.379715453,0,1,0
0.81130824,0,0.214919608,0,0.38043347,0,1,0
0.329632832,0,0.182284397,0,0.380139516,0,1,0
0.212879112,0,0,0,0.379342284,0,1,0
0.566312545,0,0,0,0.379973463,0.814346294,1,0
1,0,0.174406638,0,0.380319771,0,1,0
0.771043292,0,0,0,0.380624083,0.890302706,1,0
1,0,1,1,0.380539894,0,1,0
1,0,1,0.767872205,0.380200532,0,1,0
0.524998875,0,0.300669346,0,0.379696869,0,1,0
1,0,0.965623386,0.205797793,0.380037589,0,1,0
1,0,0.60545457,0.151346764,0.380546193,0,1,0
1,1,0.446958383,0,0.37964828,1,1,0
0.881083313,0,0,0,0.380049876,0.795032493,1,0
1,1,0.413599442,0,0.380779539,0,0,0
0,1,0,0,0.380222844,0,0,0
0,0.631080497,0,0,0.381461506,0,0,0
0,1,1,1,0.381440916,0,1,0
1,0,0.212441655,0,0.381660078,0,0,0
1,0,1,1,0.381042804,0,0.692630053,1
1,0,1,1,0.380214654,0,0.650404467,1
1,0,1,1,0.380841314,0,0.001782675,1
1,0,1,1,0.381699093,0,0.502599831,1
1,0,1,1,0.38069299,0,0.253329831,1
1,0,1,1,0.380944092,0,0.090439295,1
1,0,1,1,0.381061034,0.017636075,0.364577049,1
0,0,1,1,0.380562287,0,0.971211924,1
1,0,1,1,0.381142015,0,0.382815637,1
1,0,1,1,0.381529322,0,0.423902215,1
1,0,1,1,0.380781118,0,0,1
1,0,1,1,0.380696333,0,0.254673375,1
0,0,1,1,0.380800552,0,1,1
0,0,1,1,0.380889643,0,1,1
0,0,1,1,0.380992559,0,1,1
1,0,1,1,0.380827729,0,0.399409917,1
1,0,1,1,0.381584052,0,0,1
1,0,1,1,0.381235443,0,0,1
0,0,1,1,0.380861951,0,1,1
1,0,1,1,0.381132745,0.258885481,0.809722993,1
0.634838183,0,1,1,0.380359061,0,0.903316283,1
1,0,1,1,0.381022958,0,0.680141137,1
0,0,1,1,0.381192165,0,1,1
1,0,1,1,0.380983563,0,0.557814531,1
1,0,1,1,0.381071257,0,0.277210282,1
0,0,0,0,0.379925356,0,1,0
1,0,0.413135529,0.057265467,0.380572821,0.086179485,1,0
1,0,0,0,0.37882194,0,1,0
0,0,0,0,0.379687343,0,1,0
1,0,0.58515516,0.360470487,0.380229849,0.675617956,1,0
1,0,0.611154866,0.141344674,0.380370871,0,1,0
1,0,0.200385026,0,0.380447847,0,1,0
1,0,0.258790333,0,0.380225351,0,1,0
1,0,0.548579608,0,0.380699671,0,1,0
1,0,0.919076138,0.517356057,0.380659722,0.008325701,1,0
1,1,0,0,0.379821015,0,1,0
1,0,0.728195879,0.551730698,0.380138012,0,1,0
1,0,0.491450953,0.252401518,0.379251399,0,1,0
0,0,0,0,0.380801911,1,1,0
1,0,0.504104103,0.28933753,0.379379528,0,1,0
1,0.045482127,0.648812962,0.575753436,0.382961871,0.252838325,0.06071588,0
1,0.387807709,1,1,0.382886159,0,1,0
0.400040516,0,0,0,0.380733202,0,0,0
0,0,0,0,0.38278108,0.409172555,0,0
0,1,0,0,0.380182937,0,0,0
1,0,1,1,0.381154311,0,1,1
1,0,1,1,0.380715169,0,0.921734039,1
1,0,1,1,0.380387277,0,0.884803208,1
1,0,1,1,0.381489536,0,1,1
1,0,1,1,0.380981165,0,1,1
1,0,1,1,0.381254283,0,0.480819027,1
1,0,1,1,0.380737785,0,1,1
1,0,1,1,0.381071295,0,0.735750481,1
1,0,1,1,0.380926484,0,1,1
1,0,1,1,0.380855621,0,1,1
1,0,1,1,0.381560719,0,1,1
1,0,1,1,0.380412622,0,1,1
1,0,1,1,0.381185489,0,1,1
1,0,1,1,0.381263291,0,1,1
1,0,1,1,0.381610168,0,1,1
1,0,1,1,0.380911041,0,1,1
1,0,1,1,0.380773571,0,1,1
1,0,1,1,0.381146562,0,1,1
1,0,1,1,0.381191194,0,1,1
1,0,1,1,0.381398445,0,1,1
1,0,1,1,0.381067303,0,1,1
1,0,1,1,0.381022991,0,1,1
1,0,1,1,0.380678736,0,1,1
1,0,1,1,0.381330417,0,1,1
1,0,1,1,0.380583639,0,1,1
1,0,0,0,0.380478197,0.358169389,1,0
1,0,0,0.269228685,0.379984529,0.03357189,1,0
1,0,0,0,0.380665671,0,1,0
1,0,0,0,0.379228188,0.591137459,1,0
1,0,0.043545203,0,0.377827512,0,1,0
1,0,0.455147017,0.291149015,0.380117887,0,1,0
1,0,0.007419348,0,0.380899399,0,1,0
0,0,0,0,0.379949048,0,1,0
1,0,0.917364431,0.77096242,0.380878941,0,1,0
1,0,1,1,0.380551903,0,1,0
1,0,0.264720916,0,0.380333248,0,1,0
1,0,0,0,0.380461215,1,1,0
1,0,0.432277463,0,0.379893066,0,1,0
1,0,0.069813968,0.118614791,0.379733465,0,1,0
1,0,0,0,0.380563835,1,1,0
1,0,1,1,0.38126053,0,1,0
0,0,0,0,0.381719994,0,0,0
1,0,1,1,0.381618539,0,1,0
1,1,1,1,0.381328206,0,1,0
1,0,1,1,0.382514482,0,0.258960527,0
1,0,1,1,0.380969461,0,1,1
1,0,1,1,0.38111889,0,1,1
1,0,1,1,0.381299808,0,1,1
1,0,1,1,0.381632161,0,1,1
1,0,1,1,0.381180245,0,1,1
1,0,1,1,0.381956852,0,1,1
1,0,1,1,0.381007336,0,1,1
1,0,1,1,0.381263442,0,1,1
1,0,1,1,0.381620956,0,1,1
1,0,1,1,0.381339516,0,0.992686002,1
1,0,1,1,0.381381519,0,1,1
1,0,1,1,0.380896946,0,1,1
1,0,1,1,0.380888608,0,1,1
1,0,1,1,0.381397834,0,1,1
1,0,1,1,0.381753877,0,0.840096051,1
1,0,1,1,0.380778897,0,1,1
1,0,1,1,0.380628256,0,1,1
1,0,1,1,0.381685768,0,1,1
1,0,1,1,0.380851129,0,1,1
1,0,1,1,0.381021944,0,1,1
1,0,1,1,0.381096788,0,1,1
1,0,1,1,0.381099957,0,1,1
1,0,1,1,0.381497411,0,1,1
1,0,1,1,0.381592593,0,1,1
1,0,1,1,0.381729765,0,1,1
0.879609884,0,0,0,0.380255452,0,1,0
1,0,0.200501159,0,0.380377984,0,1,0
1,0,0.607740978,0.014137012,0.380365971,0,1,0
0.689526705,1,0,0,0.380818304,1,1,0
1,0,0.39872073,0,0.380644218,0,1,0
1,0,0.045118356,0,0.380725575,0,1,0
0.942014514,0,0,0,0.3806896,0,1,0
1,0,0,0,0.38063978,0,1,0
1,0,0.913761358,0.489782245,0.380919414,0,1,0
1,0,0.767247422,0.4012171,0.38073039,0,1,0
1,0,0.145574599,0,0.380348019,0,1,0
1,0,0.89453343,0.167816119,0.380431351,0,1,0
1,0,0.514716843,0,0.380117554,0,1,0
0,0,0,0,0.381510776,0,1,0
1,0,0.240096975,0,0.380170084,0,1,0
1,0,0.333498798,0.176604803,0.383503041,0,0,0
1,0,1,1,0.382003636,0,1,0
1,0.199775106,1,1,0.381852605,0,0.070229342,0
0,1,0,0,0.383036343,0,0,0
1,0,1,1,0.379128609,0,1,0
1,0,1,1,0.381502126,0,1,1
1,0,1,1,0.381419548,0,1,1
1,0,1,1,0.381849959,0,1,1
1,0,1,1,0.38119001,0,1,1
1,0,1,1,0.381762496,0,1,1
1,0,1,1,0.381187842,0,1,1
1,0,1,1,0.381748752,0,1,1
1,0,1,1,0.38077682,0,1,1
1,0,1,1,0.38206003,0,1,1
1,0,1,1,0.381565857,0,1,1
1,0,1,1,0.381288607,0,1,1
1,0,1,1,0.381197509,0,1,1
1,0,1,1,0.381115442,0,1,1
1,0,1,1,0.381453002,0,1,1
1,0,1,1,0.380913435,0,1,1
1,0,1,1,0.381558575,0,1,1
1,0,1,1,0.381077807,0,1,1
1,0,1,1,0.381689262,0,1,1
1,0,1,1,0.380819983,0,1,1
1,0,1,1,0.38089784,0,1,1
1,0,1,1,0.381412593,0,1,1
1,0,1,1,0.380879696,0,1,1
1,0,1,1,0.381856684,0,1,1
1,0,1,1,0.380936499,0,1,1
1,0,1,1,0.381447813,0,1,1
1,0,1,1,0.380757861,0,1,0
1,0,0.987653906,0.713753495,0.380569148,0,1,0
1,0,0.107188982,0,0.379997379,0,1,0
0.968634611,0,0.191641857,0,0.379631285,0,1,0
1,0,0.920985504,0.552450177,0.380675855,1,1,0
1,0,0.801360941,0.428348941,0.380833008,0,1,0
